8.412333762432037740e-15,1.585617681930878153e-01,5.126952948991976289e-01,9.497136612470359340e-01,1.447527414385675115e+00,1.974367411667191430e+00,2.500000000002260858e+00,3.036144288021773274e+00,3.558980695118049820e+00,4.054501760977675673e+00,4.551438307934818184e+00,5.026114852312083769e+00,5.499999999998019362e+00,5.977983439338451888e+00,6.500000000001909584e+00,6.882128557486947074e+00,6.500000000008538947e+00,5.969459600839792657e+00,5.499999999991447730e+00,4.916962731837812406e+00,4.368703995515227589e+00,3.985758540908931113e+00,3.506700592408500849e+00,2.473197078308823738e+00,1.442026534559897266e+00,9.876929430818927047e-01,6.987541577251956681e-01,3.139209912558673654e-01,3.005244731197462271e-01,-1.417472774002389962e-15
-3.040303752693523353e-14,5.949916396454465323e-02,1.985759667549557572e-01,3.946695678471308089e-01,6.563881796015722525e-01,9.956780229412398597e-01,1.444239469329123171e+00,2.080319209813145775e+00,2.828284461348968382e+00,3.571039741815094093e+00,4.311699245717211859e+00,4.974466684050391940e+00,5.508166340791361471e+00,5.862495507065155209e+00,6.085339856950440662e+00,6.083180104595380833e+00,5.987928831934734575e+00,6.074455619253200211e+00,6.320584672003767501e+00,6.855999655477897470e+00,7.499999999998667732e+00,7.971831602144955120e+00,8.500000000001072920e+00,8.875101029746128134e+00,8.519051987531538472e+00,7.956969723479663692e+00,7.200000000004604495e+00,4.155829829502195594e+00,8.425571594955681975e-01,-1.281079852007785633e-15
9.999999999999991118e-01,1.313414318033683692e+00,1.585492005208805288e+00,1.859908470573983230e+00,2.136777042512803426e+00,2.420414379953399919e+00,2.729458697547899160e+00,3.122645506105529378e+00,3.546090084452164781e+00,3.902876845968566766e+00,4.170970283745536911e+00,4.339510566649654066e+00,4.410001935285969843e+00,4.334108972540221316e+00,4.007336718620331695e+00,3.032599953809906879e+00,1.999854265660129471e+00,1.789004575708296851e+00,1.883699710795510462e+00,2.246302876268810422e+00,2.662276202073538656e+00,2.833747962357363814e+00,2.918417560235826436e+00,2.882444839337823694e+00,2.733693266365026631e+00,2.624983117652014641e+00,2.479727282658172438e+00,2.018421431791793452e+00,1.899401911353683747e+00,9.999999999999982236e-01
1.754924604428382401e-15,2.406271757247534282e+00,4.000424687964756920e+00,4.714198068199828562e+00,5.176342527221525103e+00,5.322095273175705188e+00,5.105447726011873577e+00,4.656466178941901291e+00,4.406082073471969451e+00,4.316746173944794762e+00,4.260227092784595548e+00,4.213663712780469695e+00,4.176427320731295190e+00,3.871545417319754101e+00,2.895922261224692207e+00,1.010083656922333983e-01,-3.129484696878623406e+00,-4.040638627943939021e+00,-4.188122660447740842e+00,-3.936308859968836060e+00,-3.896958854640260039e+00,-3.766303609517472228e+00,-4.670625795339315545e+00,-5.818922662620185093e+00,-5.274321175862004552e+00,-3.662048695606374249e+00,-2.293042198748622251e+00,-2.478279409108839482e-01,-1.411767832135375267e+00,2.959390363104139842e-16
-3.379930609087302889e-15,9.009350695332754011e-01,1.662980913583435250e+00,2.275071719372277368e+00,2.970121249220691428e+00,3.877079405242302101e+00,5.149100229344951707e+00,6.245294984924646187e+00,6.546025970582645570e+00,6.489205271654655327e+00,6.240282909716467152e+00,5.452904546952193954e+00,3.885892947058923852e+00,2.243087765473124495e+00,7.639671235814126105e-01,-4.861384993106278030e-01,-3.179609883751682853e-02,1.415234705924317549e+00,2.927033319427212454e+00,4.393664069000545958e+00,4.658019934540603479e+00,4.779112004860063934e+00,3.805245456807941906e+00,1.140796286416992517e-01,-4.360539712794277101e+00,-6.625114950215281517e+00,-8.681836706611388621e+00,-1.229012688141634513e+01,-7.020154757153823866e+00,1.911898967176169743e-16
1.646622633087589003e-15,2.399408648457157067e+00,2.692576407661444904e+00,2.765641831018222696e+00,2.782386817801548951e+00,2.918877107500477575e+00,3.333021133671966840e+00,3.702139022796571588e+00,3.480052498001317218e+00,2.741387739777700006e+00,1.894066649098290478e+00,1.116040240391541705e+00,4.232755322698381062e-02,-1.305290524158769783e+00,-3.011513333489373778e+00,-4.779107110785485446e+00,-2.826488004828824341e+00,-1.159039942123520905e-01,1.738599177818582975e+00,3.061885168896145704e+00,2.398662881430393856e+00,1.089486935279557089e+00,4.348174554000839298e-01,-6.980449783223651172e-01,-9.156417129156980694e-01,-1.260126308522832694e+00,-1.706911077620692829e+00,-1.019604353602557634e+00,-1.605282003654779688e+00,-5.197716992815232890e-16
1.000000000000000000e+00,8.653994472673328664e-01,9.346113186113347293e-01,9.290587186420854460e-01,9.479224768758048869e-01,9.331989239018412263e-01,9.317130979275541902e-01,9.604391111468786324e-01,9.912970657499613480e-01,9.755746604690382906e-01,8.808833264884334824e-01,7.748778719375650770e-01,6.518072732001048974e-01,6.747421329219838171e-01,6.603937078878258093e-01,8.573382873931296722e-01,9.806569794118564776e-01,9.734126015986955816e-01,9.702727603251056765e-01,9.732592182717816343e-01,9.786238231392798692e-01,9.132449034670715449e-01,7.416795505542379541e-01,6.071689535856494846e-01,3.518482981014175448e-01,1.780972016169754882e-02,1.012272263158787156e-01,4.703590838903441429e-01,3.650085425032390529e-01,1.000000000000000000e+00
1.587658741610520898e-16,-2.005415680323491545e-01,-2.101068750400770513e-01,-2.730421761795240321e-01,-3.004632541107398191e-01,-3.592392160472975271e-01,-3.466798256630050368e-01,-2.498619154091243910e-01,-1.890423423693465832e-02,1.833176248890456828e-01,4.519001102373599865e-01,6.079829904018447806e-01,7.231563078957169433e-01,6.566954503389332842e-01,5.470679273270292464e-01,1.200356993224452329e-01,-9.371519997874816488e-02,-2.227147504549767121e-01,-2.377284204122263600e-01,-2.076138566456071644e-01,7.254831082865371983e-02,2.073883865951106631e-01,3.722504190760180798e-01,4.482613571011093700e-01,4.362219451281744154e-01,4.597702392289897966e-01,2.833564215512521245e-01,2.318038347804156907e-01,-7.819431580470361798e-01,2.629774524994419309e-16
6.038328499719845388e-17,4.576906971180640937e-01,2.855259998301676871e-01,2.477876961595369965e-01,1.053893886933951335e-01,8.164688575051273767e-03,-1.056807320252196175e-01,-1.214356850151268180e-01,-1.254400478531721708e-01,-1.069618646726215871e-01,-1.061394709023074368e-01,-1.167595269374498007e-01,-1.865562664050680330e-01,-3.302952451614021845e-01,-5.138842165079227087e-01,-4.826283628628482147e-01,-1.691207524502396087e-01,-5.184181098211376737e-02,2.222098855781506205e-02,6.021650236141395246e-02,-1.350673235342841061e-01,-3.071834794439780580e-01,-5.185717765204649332e-01,-3.683842690841999667e-01,-4.425178544701806604e-01,-3.929963535776546113e-01,-5.901920360142838273e-01,1.634248319068331845e-01,3.396594980247503170e-01,-1.122124099525291246e-16
-1.185955604676234622e-16,-3.723038989994779946e-02,-2.883899452926125262e-02,-2.998541269059081318e-02,-7.608384431454138196e-03,4.504657882809888145e-03,2.356659727500344179e-02,1.947078355855648771e-02,3.517885384753111078e-02,5.663823586161315093e-02,9.254873418211551073e-02,1.276251536057205205e-01,1.318673288539672084e-01,6.617545306083438827e-02,-2.280012053291619392e-02,-1.327868789388240156e-01,-3.045523131453569537e-02,1.335940166067769823e-02,3.952462987709028097e-02,7.769783408239643030e-02,1.370728765783139902e-01,1.691511553421591041e-01,2.059717999722325277e-01,5.428633785980401250e-01,7.000650956781346856e-01,7.961457197408940978e-01,7.490898128017610125e-01,8.356564118698265320e-01,3.741190811555372142e-01,8.453922300605677886e-17
