,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,8.19462586772681E-18,8.04907333439207E-18,1,3.21603847989568E-18,-3.37649487912801E-18,6.8113492163876E-18,1,1.02532610089407E-18,1.96805701894244E-18,-2.66705286370647E-17,3.36590395965729E-20,1.43066960206354E-19,-6.11158795386581E-19,-2.74108027464088E-17,1.15,1.15,1.15,1.15,0
1,1.1,1.1,1.1,3.22E-18,-3.38E-18,6.81E-18,1,1.03E-18,1.97E-18,-2.67E-17,3.37E-20,1.43066960206354E-19,-6.11158795386581E-19,-2.74108027464088E-17,1.15,1.15,1.15,1.15,2
