,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,8.194625867726809e-18,8.049073334392066e-18,1.0,3.216038479895679e-18,-3.3764948791280145e-18,6.811349216387597e-18,1.0,1.0253261008940732e-18,1.968057018942444e-18,-2.6670528637064655e-17,3.3659039596572865e-20,1.430669602063539e-19,-6.11158795386581e-19,-2.7410802746408782e-17,1.8891711365793897,1.1798091537951974,5.319280438211068,3.6239026531343392,0.0
1,0.025488164910467292,0.031465825361006554,1.0506093379532266,0.6165627433691655,0.7115843195784762,1.338879872484282,0.9345698919728262,-0.2807614149297921,0.21851974912194821,0.0011243434536311718,-0.5199374277468356,0.8965479288847151,-0.027274767253604833,0.3034974030966462,3.97545313897923,6.249999377467448,2.343238317124708,2.115878808373652,0.08390194206470476
2,0.0676333519412755,0.06395524084136066,1.0688996199836651,0.9570475945987735,0.9358470044197879,1.6530794013627486,0.9586975118825771,-0.21441108988710383,0.18685544617170974,-0.0034651810272257923,0.878920707777523,0.6289147319965236,-0.0931856939981146,0.14932968453828485,3.6847123119591916,3.9821967385360306,6.249979120753478,5.205372777762559,0.0899046051635769
3,0.118257640391828,0.11179611745537656,1.110230613545277,1.366181680417908,1.3028777022118991,2.090327732698725,0.928680580892192,-0.27180800515775927,0.25228831940716506,-0.004836413610131692,-0.015372717147766115,0.8608933388301866,0.04642056836338248,0.05485597192593386,6.207451465008083,6.074959406966178,4.821275573694079,5.026670567681625,0.09770779210907546
4,0.19525750187099436,0.1855590963100669,1.191650824079377,1.8992182907256945,1.8359237684089877,2.614190380560536,0.9533250260829506,-0.22252843973762565,0.2040811160556388,0.001840168841314871,0.5249173637683261,-0.28517841523059784,0.055468086359566786,0.03968894224632244,5.58207560803675,5.520187547480173,5.9945700996689295,6.012381084150397,0.1168564072037089
5,0.29005840372873426,0.2777367090928508,1.2869351531781315,2.380924392172474,2.3363559349840095,3.1211584170757614,0.9371417949695489,-0.2552236576837432,0.2379194580824052,-0.00452461551493073,0.16510606007509157,0.7744417190062854,0.08627140881845144,0.003879820069258132,5.3824480494520195,5.836042541953909,5.492257218732767,5.146085634409672,0.1374496281861764
6,0.388024521383648,0.37252211601814805,1.3803455159458466,2.7663908837896223,2.6933016288759846,3.466622060346764,0.9556878725377347,-0.2093739931730081,0.20693515897872988,0.0010301677220984134,0.753925941291249,-0.25392034747093795,0.1785954530435467,-0.0992245718629487,4.556365045200397,4.288313304436133,3.724456156269753,4.061138120421616,0.15475199539462134
7,0.5078487141477285,0.48700800570743247,1.491150434653477,3.034916914866218,2.979455084970749,3.5804445325226233,0.9484998359910598,-0.23189465198790823,0.21580600691346113,-0.0008359930661906671,0.22345031864828585,-0.9803340508269964,0.0320307279383985,-0.27901758479824634,1.7360514822596054,1.6824736737399846,1.4796809795358528,1.500482856584332,0.17569265293192624
8,0.6885174340210719,0.6637486865985528,1.659363622217887,3.296836224801154,3.277225113509587,3.5479797711365304,0.9689820338914146,-0.1972784201947947,0.1488454227037588,-0.0002882034747059149,0.949207873710231,-0.7539198895386816,0.10335069453654475,-0.4673487854161774,1.9271887595814712,1.8254182007403814,2.0927881050103254,2.3380408923667964,0.21376025596034076
9,0.9166375302208968,0.8923247879306604,1.8659035848041994,3.484656185357406,3.5508573552453524,3.524317267513826,0.9731738763616034,-0.17258822005397084,0.1521166277757757,-0.0025385468400654274,0.8867226364939483,0.09816760377187533,-0.10370674835984776,-0.6324535437312162,1.329191971204269,1.5782463632887749,1.5489972591897503,1.1476527812092419,0.26510703301145805
