0.000000000000000000e+00,5.613725499669109005e-03,5.836497124487886878e-02,1.799684601609158607e-01,4.242125572945157908e-01,7.327214070916822086e-01,1.026329427280471718e+00,1.402371367795792745e+00,1.742302603397081429e+00,2.161911451438415899e+00,2.655419205469616184e+00,2.998070428362058060e+00,3.339804861339040976e+00,3.947907006185444434e+00,4.407466439296396921e+00,4.640781892803149233e+00,4.820263635610133157e+00,4.938273516321102008e+00,4.995068711096671166e+00,5.000000000000000000e+00
0.000000000000000000e+00,6.119711314121547251e-03,5.393364595130235861e-02,1.404975621076638981e-01,2.921126038213845977e-01,4.631055246930856351e-01,6.069187540748471887e-01,7.690074191586065977e-01,8.963097513175408704e-01,1.007417740753886015e+00,1.042379109597687314e+00,9.901879371162756183e-01,8.796588298350902502e-01,6.340625932185972591e-01,4.349489808496861953e-01,2.985915310596197747e-01,1.717672330114879964e-01,7.092887106041856349e-02,6.821527679623401799e-03,0.000000000000000000e+00
1.000000000000000000e+00,1.009554376360231043e+00,1.040142977452382933e+00,1.082132825586097358e+00,1.152940630079394069e+00,1.241770114842158712e+00,1.330618420732181395e+00,1.454087148583749212e+00,1.577941820416191465e+00,1.749892433235131328e+00,1.953947679991117514e+00,1.999986830748156752e+00,1.948345863145615642e+00,1.650353174590839078e+00,1.397092142821347416e+00,1.266054318899226594e+00,1.159190207185889943e+00,1.078092694311277189e+00,1.017473397479244923e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.057396952865437056e-01,8.681067462218617914e-01,1.546731385710718110e+00,2.247025663424764730e+00,2.767594382552442944e+00,3.088403334085814578e+00,3.337358693614664862e+00,3.444733636620778583e+00,3.453119599430675812e+00,3.428315032983819233e+00,3.423013426809830673e+00,3.413194742020344119e+00,3.226275088633662413e+00,2.593377421796573934e+00,2.066531527885280717e+00,1.493186784182744864e+00,8.572007547047559850e-01,1.801427904970770433e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.171817222914344536e-01,6.982656273937632996e-01,1.022045049293881069e+00,1.322009719336228795e+00,1.443685557534322150e+00,1.415909941184655185e+00,1.365440802465167414e+00,1.127099161334095045e+00,7.018589831602689566e-01,-2.402604206894708161e-01,-8.091907253905744613e-01,-1.404485624136055488e+00,-1.153451550094132694e+00,-1.374510398394232613e+00,-1.335859163587706844e+00,-1.155484674033446568e+00,-8.442975768299036954e-01,-2.415013472511854109e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.195094119243878317e-01,3.646565296768811693e-01,4.752752463137632222e-01,6.374382779681475597e-01,8.141883520398036644e-01,9.636431239025889939e-01,1.158496542408022467e+00,1.306236751526478113e+00,1.557850855791524491e+00,9.660150240348297501e-01,-4.519635252832616273e-02,-9.835036991168243370e-01,-1.833246569853516750e+00,-1.426490933090944546e+00,-1.189103171847427864e+00,-9.368565562626103294e-01,-6.828163833457534526e-01,-3.667134441067343431e-01,0.000000000000000000e+00
1.000000000000000000e+00,9.649133544837673604e-01,9.497915863268939773e-01,9.608157083853217095e-01,9.771089527477196945e-01,9.873250003356652815e-01,9.926831055003771942e-01,9.971943481148061172e-01,9.865946696973765251e-01,9.843924459505052349e-01,7.140026469460674097e-01,7.074206411131134242e-01,7.122476242373493305e-01,-6.056802788796093349e-04,2.450690420863091933e-03,4.272118330556042010e-02,1.036333412782753788e-01,1.399905323083006081e-01,1.894729958394038571e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.821194661849873664e-01,-1.425292606364242931e-01,-1.148764027989615105e-01,-6.362505919026238688e-02,-1.037009069320893664e-02,2.823189096226173464e-02,3.302047829302419413e-02,1.610723351159925876e-01,1.754659484098113897e-01,7.001401931828841185e-01,7.067222068797661683e-01,7.018952163190831373e-01,9.913528090674579296e-01,9.789400215838522934e-01,9.770685840607412631e-01,9.696371246835513436e-01,9.623021676870523455e-01,9.699777143121074419e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.889754596892883609e-01,2.784890604688408655e-01,2.517012296439194441e-01,2.018844422608655487e-01,1.573931510292875258e-01,1.168009785340926726e-01,6.670755283512024014e-02,2.590173120685114461e-02,-1.070802779973038972e-02,-7.149320348941894717e-05,-3.706440275710148370e-03,-4.907360257783927385e-03,6.379020300200625992e-02,5.612741899043238031e-02,4.181803135791342663e-02,2.385631409660803059e-02,1.511451099215545789e-02,-2.215636387313060524e-03,0.000000000000000000e+00
0.000000000000000000e+00,7.936876627552009317e-03,5.019522313835185490e-03,1.682490997664162768e-02,2.127482729211780874e-02,1.758411044850349825e-02,1.186354922863500430e-02,7.948741783213551793e-03,-3.970000691939512202e-03,-8.279579993398537494e-03,-1.981144256427793716e-03,-9.274757710429400864e-03,4.727038389881499728e-03,1.146736722461735997e-01,1.962654862560921087e-01,2.043603063020302535e-01,2.202154701392246006e-01,2.326988192628122176e-01,1.524411641942562956e-01,0.000000000000000000e+00
