0.000000000000000000e+00,3.649429838131584836e-02,2.709036620169683052e-01,6.575968378669864167e-01,1.491534999290931252e+00,2.499999956106317534e+00,2.994787323494591647e+00,3.500000043271742189e+00,4.967168597261233387e+00,5.000000000000000000e+00
0.000000000000000000e+00,1.569951983401065860e-03,1.370404631894998025e-02,2.485296189426783667e-02,4.913879653179312190e-02,4.312371114520859722e-02,-2.253683937497196442e-03,-6.093928809486752474e-02,-6.383134277303965758e-03,0.000000000000000000e+00
1.000000000000000000e+00,1.055332622523272423e+00,1.184361385381986320e+00,1.351385817200394079e+00,1.652088304260574958e+00,1.962273319582309661e+00,1.991769049181065121e+00,1.918499869655736489e+00,1.116130762117769848e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.932907174424852270e-01,2.517727906884419831e+00,3.693487804069660818e+00,4.770765878806601634e+00,4.892695990882620194e+00,4.892656289334303743e+00,4.888792794068192116e+00,8.528699996777050485e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.127429332174256671e-02,1.259223355267221622e-01,3.424404667301614996e-02,2.808360685271867885e-01,-3.810954244498924171e-01,-4.874726293688007583e-01,-7.036894223618560540e-01,2.291230133445845696e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.603666382375341426e-01,1.180813563305404212e+00,1.445641442867220183e+00,1.727943834557708280e+00,7.894877921636835882e-01,-2.056874460135522942e-01,-1.213054439793526784e+00,-1.273209669622695106e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.224664636469767087e-01,9.491907975350752924e-01,9.391975582134074463e-01,9.949062181584454878e-01,7.134822407489381790e-01,7.118558861219026479e-01,7.020170932105838091e-01,-6.529612697381886877e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.669035062672317299e-02,4.656522089862151319e-03,3.329747104182713413e-02,-1.105498692030540409e-02,7.006606455081024754e-01,7.022870320200301775e-01,7.121335252541662886e-01,9.325629785542880468e-01,1.000000000000000000e+00
0.000000000000000000e+00,3.855988759447519509e-01,3.141320710499987401e-01,3.411862068223253108e-01,9.233101865505698169e-02,2.695313015962247111e-03,2.379432917061651345e-03,-5.733565490065629933e-04,1.149658816807362094e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.516433824806772718e-03,1.833544694281971643e-02,1.977870932051993547e-02,3.891512980797094678e-02,-3.238403895351006385e-03,-6.961346787137169013e-03,6.124892774898314622e-03,3.359249214951819384e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.527882864755661707e-01,9.859523138060077851e-01,-1.581448384706852561e+00,4.999995924948819948e+00,3.366181068876701765e+00,-1.346915028514308776e+00,2.546140496863872116e+00,-3.064907449283997831e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.716026953580768399e+00,-6.165712079275161850e-01,-8.075960524914381766e-01,-2.245642378686689256e+00,-2.173993512267936856e-02,-4.278685420914081217e-01,1.692491169076326241e+00,-3.963331040490976953e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.190982231949938908e-01,2.072272300606361750e-01,8.218043001708154327e-02,-3.054660606252937449e-01,6.546715736019961818e-02,-1.545039930758060620e-01,9.066832979214065613e-01,1.975090448884953886e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.453228452899066880e-01,2.784973428651573713e-01,4.027392537263541072e-01,5.944121866322404912e-01,8.016001514512316461e-01,9.027284729779108119e-01,1.006024526949536479e+00,1.410754370148532555e+00,1.613573105100834404e+00
0.000000000000000000e+00,2.824737242752888733e+00,5.616145703199766359e+00,7.496123777978809244e+00,9.559953798651182666e+00,1.033820625980233210e+01,1.035380819324708845e+01,1.047428393190095264e+01,1.850851438767070434e+01,2.161021315248887475e+01
9.280702422286051245e-01,3.124538612311999142e+00,1.813726184073016334e+00,2.106420857249757361e+00,1.283716492209572957e+00,2.860033202819934894e-01,3.028406844196362968e-03,6.760050199609383137e-01,-2.699035473027519672e+00,-1.818062138117023441e+00
7.974582732354718040e-01,3.146513258166367955e+00,1.892623751988406822e+00,2.006490800796790985e+00,1.654835209415920216e+00,1.252676944294696115e-01,1.753070336215355463e-01,-2.658220742904024991e-01,-3.045616351022927937e+00,2.054306173700338078e+00
2.601145348187485329e+00,1.806596982361109216e+00,2.346543525716966450e+00,1.644261210695577402e+00,1.527224599849756670e+00,4.924680543227572538e-01,-2.901489745976582046e-02,-1.409271402663927475e-01,-3.372723829857032563e+00,5.140525912860491431e+00
2.709221729240256948e+00,1.803918639492073650e+00,2.351626568382708893e+00,1.400655578164580639e+00,1.692027458138684937e+00,-3.883111305568176519e-04,-1.052843281584856516e-01,1.322622020171531076e+00,-3.190946491459511591e+00,1.501713204391017076e+00
1.511979010575977167e+00,1.144646884757926308e+00,1.241709355714540663e+00,1.019351474179070571e+00,2.289620336554047952e+00,1.524748763643874128e+00,4.184798005291270329e-01,1.338612236661015586e+00,5.485733673320047465e+00,-1.102923429626025076e+00
